id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
464,male,51,178.0,81.0,24.0,96.0,40.7,135.0
465,female,30,166.0,63.0,14.0,93.0,40.4,63.0
466,female,37,160.0,58.0,19.0,94.0,40.3,96.0
467,male,36,196.0,95.0,12.0,94.0,40.1,57.0
468,female,32,172.0,66.0,24.0,101.0,40.8,135.0
469,female,22,158.0,58.0,3.0,81.0,38.6,10.0
470,female,45,153.0,52.0,9.0,87.0,39.8,39.0
471,female,52,169.0,62.0,29.0,111.0,41.0,204.0
472,female,24,162.0,60.0,15.0,89.0,40.1,61.0
473,female,44,165.0,63.0,28.0,110.0,40.9,191.0
474,male,46,171.0,71.0,9.0,86.0,39.6,32.0
475,male,20,191.0,95.0,12.0,95.0,40.1,48.0
476,male,49,177.0,84.0,23.0,103.0,40.3,146.0
477,male,71,191.0,99.0,20.0,101.0,40.8,148.0
478,male,39,189.0,91.0,17.0,93.0,40.4,80.0
479,female,52,160.0,55.0,20.0,101.0,40.4,123.0
480,male,45,177.0,84.0,29.0,108.0,40.8,213.0
481,female,31,169.0,73.0,24.0,96.0,40.8,118.0
482,female,44,153.0,59.0,13.0,88.0,40.4,59.0
483,male,30,196.0,94.0,17.0,98.0,40.1,84.0
484,female,72,165.0,65.0,15.0,95.0,40.4,87.0
485,female,21,174.0,71.0,10.0,90.0,39.7,40.0
486,female,20,165.0,64.0,10.0,86.0,39.6,37.0
487,male,42,187.0,90.0,12.0,90.0,40.0,51.0
488,male,56,184.0,86.0,8.0,87.0,39.7,33.0
489,female,23,165.0,63.0,25.0,98.0,40.8,122.0
490,female,22,152.0,50.0,2.0,74.0,38.4,5.0
491,male,42,191.0,94.0,14.0,92.0,40.3,66.0
492,male,39,189.0,90.0,2.0,83.0,38.1,7.0
493,male,20,178.0,80.0,15.0,96.0,39.7,58.0
494,male,40,193.0,94.0,5.0,90.0,39.1,22.0
495,male,49,199.0,98.0,30.0,114.0,40.7,239.0
496,male,30,194.0,102.0,18.0,96.0,40.4,85.0
497,female,50,159.0,58.0,15.0,97.0,40.2,86.0
498,male,56,187.0,89.0,22.0,101.0,40.6,147.0
499,female,26,165.0,59.0,5.0,81.0,38.7,15.0
500,female,54,168.0,71.0,6.0,85.0,39.5,26.0
501,female,48,173.0,69.0,19.0,96.0,40.8,101.0
502,female,64,168.0,66.0,30.0,112.0,40.9,215.0
503,female,22,163.0,59.0,6.0,87.0,39.4,23.0
504,male,66,190.0,97.0,28.0,95.0,40.9,168.0
505,male,53,192.0,96.0,12.0,92.0,40.3,65.0
506,female,32,166.0,64.0,9.0,94.0,39.9,43.0
507,female,54,161.0,61.0,4.0,79.0,39.5,14.0
508,male,35,170.0,75.0,24.0,103.0,40.2,138.0
509,male,37,173.0,79.0,27.0,109.0,40.9,184.0
510,male,40,190.0,95.0,18.0,101.0,40.5,109.0
511,female,63,167.0,64.0,17.0,96.0,40.1,94.0
512,female,75,168.0,64.0,24.0,107.0,40.6,164.0
513,male,42,173.0,79.0,8.0,91.0,39.7,33.0
514,female,52,161.0,58.0,26.0,108.0,40.9,174.0
515,female,67,173.0,73.0,15.0,88.0,40.1,72.0
516,female,40,154.0,61.0,26.0,109.0,41.1,172.0
517,female,31,156.0,57.0,27.0,99.0,40.8,150.0
518,female,30,178.0,74.0,8.0,83.0,39.5,30.0
519,male,37,198.0,100.0,17.0,98.0,40.1,100.0
520,female,73,172.0,72.0,17.0,103.0,40.4,110.0
521,female,40,151.0,56.0,29.0,108.0,40.9,185.0
522,female,41,157.0,51.0,7.0,82.0,39.3,26.0
523,male,21,182.0,81.0,23.0,101.0,40.6,109.0
524,male,50,179.0,84.0,21.0,101.0,40.6,132.0
525,male,41,175.0,77.0,17.0,98.0,40.5,87.0
526,male,28,165.0,69.0,12.0,84.0,39.9,32.0
527,male,26,198.0,93.0,19.0,101.0,40.5,100.0
528,female,29,172.0,67.0,16.0,94.0,40.4,72.0
529,male,50,182.0,78.0,6.0,91.0,39.5,29.0
530,male,45,187.0,92.0,16.0,96.0,40.1,87.0
531,male,56,200.0,98.0,5.0,84.0,39.1,22.0
532,male,32,188.0,92.0,15.0,93.0,40.3,63.0
533,female,22,171.0,57.0,11.0,87.0,39.9,44.0
534,female,25,171.0,73.0,2.0,82.0,38.4,7.0
535,female,20,176.0,71.0,15.0,98.0,40.4,71.0
536,male,48,187.0,92.0,8.0,82.0,39.6,28.0
537,male,33,192.0,91.0,15.0,89.0,40.1,61.0
538,male,51,193.0,92.0,12.0,94.0,39.9,65.0
539,female,42,162.0,60.0,30.0,110.0,40.8,205.0
540,male,39,187.0,88.0,13.0,96.0,40.0,67.0
541,female,26,160.0,57.0,4.0,85.0,38.2,15.0
542,male,20,177.0,78.0,8.0,83.0,39.4,20.0
543,female,69,186.0,94.0,8.0,82.0,39.6,32.0
544,female,36,180.0,78.0,6.0,83.0,39.4,19.0
545,female,38,161.0,63.0,11.0,94.0,40.1,53.0
546,female,54,167.0,63.0,22.0,93.0,40.7,115.0
547,female,20,163.0,62.0,19.0,98.0,40.4,97.0
548,male,64,187.0,90.0,7.0,80.0,39.5,29.0
549,female,49,166.0,69.0,11.0,87.0,39.8,51.0
550,male,48,183.0,83.0,6.0,80.0,39.2,19.0
551,female,21,162.0,60.0,9.0,95.0,39.9,43.0
552,female,23,179.0,73.0,3.0,87.0,38.9,12.0
553,male,26,185.0,87.0,21.0,105.0,40.5,123.0
554,female,33,150.0,54.0,3.0,76.0,38.3,10.0
555,male,48,175.0,74.0,13.0,93.0,40.0,65.0
556,female,29,158.0,62.0,14.0,101.0,39.9,76.0
557,male,44,181.0,88.0,30.0,111.0,40.9,239.0
558,male,29,182.0,82.0,13.0,93.0,40.1,54.0
559,female,31,163.0,60.0,18.0,96.0,40.4,94.0
560,male,21,186.0,80.0,8.0,88.0,39.8,22.0
561,male,21,183.0,83.0,29.0,114.0,40.6,195.0
562,male,30,191.0,91.0,21.0,107.0,40.6,130.0
563,male,48,183.0,89.0,10.0,93.0,39.8,48.0
564,female,52,165.0,65.0,16.0,100.0,40.1,93.0
565,female,33,163.0,62.0,26.0,116.0,40.6,181.0
566,female,25,168.0,67.0,7.0,89.0,39.4,27.0
567,male,35,193.0,94.0,5.0,91.0,39.1,23.0
568,male,27,184.0,81.0,6.0,86.0,39.3,18.0
569,male,42,205.0,104.0,4.0,83.0,39.0,14.0
570,male,25,181.0,82.0,24.0,99.0,40.7,117.0
571,female,20,163.0,59.0,26.0,98.0,40.9,130.0
572,female,64,174.0,72.0,28.0,108.0,40.9,194.0
573,male,45,193.0,101.0,13.0,91.0,40.4,60.0
574,female,21,166.0,63.0,26.0,108.0,40.8,157.0
575,female,65,169.0,69.0,10.0,90.0,39.8,52.0
576,male,28,187.0,93.0,17.0,93.0,40.1,68.0
577,male,56,176.0,83.0,7.0,86.0,39.4,30.0
578,male,41,191.0,91.0,14.0,96.0,40.3,71.0
579,male,45,202.0,103.0,13.0,93.0,40.1,71.0
580,male,44,182.0,82.0,27.0,108.0,40.8,188.0
581,female,40,179.0,72.0,26.0,86.0,40.8,115.0
582,male,28,185.0,79.0,6.0,92.0,39.1,22.0
583,male,72,193.0,96.0,5.0,82.0,39.2,22.0
584,male,21,200.0,97.0,27.0,102.0,41.0,132.0
585,female,40,180.0,73.0,14.0,91.0,40.0,65.0
586,female,53,171.0,74.0,12.0,87.0,39.6,54.0
587,male,48,187.0,92.0,25.0,99.0,40.7,149.0
588,male,40,178.0,80.0,16.0,99.0,40.4,82.0
589,male,30,187.0,93.0,7.0,89.0,39.5,26.0
590,female,71,172.0,64.0,11.0,91.0,39.9,57.0
591,female,35,179.0,74.0,16.0,102.0,40.3,89.0
592,male,38,192.0,90.0,24.0,101.0,40.9,140.0
593,male,21,188.0,89.0,19.0,101.0,40.6,91.0
594,female,21,161.0,61.0,14.0,99.0,40.1,73.0
595,male,50,183.0,89.0,4.0,89.0,38.9,19.0
596,female,51,163.0,62.0,17.0,98.0,40.3,97.0
597,male,53,189.0,86.0,29.0,107.0,40.8,215.0
598,female,68,167.0,63.0,10.0,89.0,39.9,48.0
599,female,64,163.0,62.0,19.0,103.0,40.7,123.0
600,male,23,187.0,90.0,4.0,87.0,38.9,12.0
601,female,24,164.0,58.0,10.0,91.0,39.6,44.0
602,female,50,170.0,69.0,24.0,106.0,40.6,156.0
603,female,59,159.0,57.0,6.0,82.0,39.4,25.0
604,female,24,174.0,65.0,2.0,84.0,38.1,7.0
605,male,48,181.0,80.0,15.0,94.0,40.3,77.0
606,male,26,179.0,76.0,23.0,107.0,40.9,138.0
607,female,55,165.0,70.0,8.0,93.0,39.7,42.0
608,male,42,189.0,96.0,11.0,91.0,39.6,48.0
609,male,33,187.0,85.0,11.0,87.0,39.7,42.0
610,female,39,172.0,75.0,23.0,102.0,40.7,131.0
611,male,25,176.0,78.0,27.0,108.0,40.8,159.0
612,female,39,163.0,62.0,30.0,111.0,40.9,193.0
613,male,56,191.0,87.0,12.0,91.0,39.8,63.0
614,female,53,160.0,60.0,8.0,83.0,39.6,31.0
615,male,53,178.0,80.0,22.0,101.0,40.5,133.0
616,male,20,173.0,73.0,20.0,92.0,40.7,68.0
617,male,35,178.0,82.0,23.0,105.0,40.9,140.0
618,female,32,184.0,77.0,14.0,93.0,39.7,63.0
619,male,44,184.0,88.0,4.0,92.0,39.1,21.0
620,male,66,191.0,94.0,8.0,76.0,39.3,23.0
621,male,32,193.0,93.0,2.0,83.0,38.1,7.0
622,male,23,187.0,85.0,11.0,89.0,39.7,38.0
623,female,21,158.0,63.0,23.0,102.0,40.7,125.0
624,male,24,190.0,88.0,5.0,86.0,39.5,13.0
625,male,66,186.0,90.0,13.0,98.0,40.1,84.0
626,female,21,163.0,61.0,8.0,87.0,39.9,31.0
627,female,21,178.0,70.0,9.0,80.0,39.9,28.0
628,female,22,174.0,67.0,16.0,94.0,40.2,74.0
629,female,50,156.0,60.0,24.0,104.0,40.7,158.0
630,female,29,158.0,54.0,21.0,94.0,40.3,106.0
631,male,58,184.0,79.0,26.0,108.0,40.7,194.0
632,male,45,182.0,87.0,22.0,103.0,40.6,137.0
633,male,54,186.0,93.0,10.0,90.0,39.7,49.0
634,female,28,175.0,67.0,29.0,113.0,41.1,192.0
635,male,35,171.0,79.0,23.0,104.0,40.6,138.0
636,male,51,165.0,85.0,16.0,108.0,40.5,120.0
637,male,42,195.0,101.0,3.0,90.0,38.3,14.0
638,male,61,190.0,94.0,11.0,88.0,39.9,53.0
639,female,72,164.0,61.0,4.0,79.0,38.9,16.0
640,male,24,196.0,88.0,16.0,88.0,40.3,53.0
641,female,40,167.0,63.0,3.0,86.0,38.4,12.0
642,female,20,161.0,57.0,16.0,95.0,40.5,78.0
643,female,29,163.0,61.0,28.0,107.0,40.8,177.0
644,male,21,187.0,90.0,12.0,84.0,39.9,29.0
645,female,28,180.0,75.0,4.0,77.0,38.5,12.0
646,male,21,180.0,77.0,24.0,100.0,40.9,131.0
647,female,46,164.0,67.0,10.0,92.0,39.5,47.0
648,male,45,176.0,83.0,19.0,95.0,40.6,97.0
649,female,33,171.0,68.0,20.0,108.0,40.6,138.0
650,female,58,182.0,79.0,26.0,99.0,40.8,145.0
651,female,39,152.0,52.0,25.0,104.0,40.5,152.0
652,female,53,157.0,60.0,12.0,91.0,40.6,64.0
653,male,21,191.0,93.0,19.0,91.0,40.5,75.0
654,female,64,151.0,53.0,21.0,97.0,40.4,124.0
655,male,26,182.0,85.0,20.0,103.0,40.7,110.0
656,male,72,177.0,85.0,15.0,102.0,40.1,112.0
657,female,73,168.0,63.0,15.0,95.0,40.2,87.0
658,male,27,194.0,95.0,2.0,77.0,38.1,5.0
659,female,65,169.0,74.0,10.0,86.0,39.6,45.0
660,female,23,165.0,65.0,14.0,93.0,40.2,65.0
661,female,67,159.0,59.0,16.0,94.0,40.5,89.0
662,female,34,182.0,80.0,20.0,101.0,40.6,108.0
663,male,42,202.0,102.0,2.0,83.0,38.3,7.0
664,female,35,164.0,60.0,14.0,97.0,40.1,74.0
665,male,20,176.0,76.0,15.0,99.0,40.2,61.0
666,female,55,167.0,70.0,5.0,90.0,39.7,28.0
667,male,59,187.0,88.0,20.0,96.0,40.7,125.0
668,male,26,183.0,83.0,29.0,108.0,40.7,180.0
669,female,42,163.0,70.0,13.0,94.0,40.2,65.0
670,male,36,193.0,89.0,12.0,96.0,40.1,60.0
671,male,22,192.0,89.0,21.0,114.0,40.5,145.0
672,male,35,169.0,73.0,2.0,81.0,38.5,5.0
673,male,30,175.0,74.0,8.0,85.0,39.4,24.0
674,female,71,157.0,61.0,15.0,96.0,40.1,89.0
675,male,43,179.0,81.0,7.0,81.0,39.7,21.0
676,male,62,182.0,83.0,17.0,97.0,40.4,105.0
677,male,71,178.0,87.0,15.0,90.0,40.2,77.0
678,male,72,176.0,78.0,10.0,81.0,39.8,44.0
679,female,25,166.0,64.0,3.0,89.0,38.8,13.0
680,male,32,186.0,89.0,30.0,106.0,40.5,187.0
681,female,47,159.0,56.0,19.0,93.0,40.3,97.0
682,female,36,171.0,71.0,17.0,95.0,40.4,84.0
683,female,21,174.0,66.0,2.0,82.0,38.5,8.0
684,female,73,176.0,75.0,3.0,82.0,38.4,12.0
685,female,20,157.0,59.0,3.0,81.0,38.6,10.0
686,male,60,197.0,99.0,29.0,109.0,40.9,239.0
687,female,79,159.0,59.0,15.0,92.0,40.3,83.0
688,male,29,193.0,99.0,25.0,106.0,40.9,155.0
689,female,43,174.0,68.0,16.0,98.0,40.2,88.0
690,male,66,187.0,91.0,24.0,107.0,40.9,195.0
691,female,40,169.0,65.0,23.0,99.0,40.6,131.0
692,female,30,150.0,51.0,20.0,101.0,40.1,114.0
693,female,27,163.0,59.0,27.0,111.0,40.7,180.0
694,male,28,175.0,77.0,29.0,101.0,41.0,152.0
695,male,26,187.0,88.0,22.0,104.0,40.6,112.0
696,female,39,168.0,63.0,26.0,99.0,40.9,143.0
697,female,28,163.0,60.0,3.0,84.0,38.6,12.0
698,female,47,166.0,63.0,19.0,103.0,40.6,116.0
699,male,21,183.0,81.0,11.0,88.0,39.9,32.0
700,female,37,167.0,69.0,21.0,97.0,40.2,112.0
701,female,23,152.0,53.0,19.0,89.0,40.4,79.0
702,male,31,197.0,101.0,5.0,92.0,39.1,22.0
703,male,29,193.0,94.0,2.0,85.0,38.0,6.0
704,male,48,183.0,83.0,25.0,107.0,40.8,182.0
705,male,63,199.0,102.0,15.0,92.0,40.3,89.0
706,male,32,182.0,79.0,28.0,114.0,40.7,201.0
707,female,45,169.0,63.0,16.0,99.0,40.5,90.0
708,male,26,171.0,72.0,1.0,80.0,38.0,2.0
709,male,26,181.0,79.0,5.0,81.0,39.1,11.0
710,female,24,166.0,61.0,2.0,74.0,38.2,3.0
711,male,41,179.0,87.0,25.0,108.0,40.5,175.0
712,female,34,149.0,57.0,2.0,90.0,38.9,9.0
713,female,58,157.0,64.0,29.0,102.0,40.8,184.0
714,male,50,182.0,95.0,9.0,84.0,39.8,35.0
715,female,30,179.0,71.0,3.0,78.0,38.4,10.0
716,male,28,191.0,87.0,7.0,93.0,39.4,29.0
717,female,40,156.0,60.0,8.0,81.0,39.8,30.0
718,male,50,183.0,80.0,27.0,111.0,40.8,206.0
719,female,27,164.0,60.0,8.0,88.0,39.6,33.0
720,male,61,164.0,67.0,27.0,109.0,40.8,212.0
721,male,40,182.0,81.0,25.0,101.0,40.9,141.0
722,female,42,155.0,54.0,17.0,97.0,40.5,91.0
723,female,56,156.0,54.0,28.0,113.0,40.8,206.0
724,female,21,161.0,62.0,24.0,107.0,40.4,142.0
725,female,24,173.0,68.0,2.0,90.0,38.2,9.0
726,male,56,189.0,98.0,28.0,107.0,40.8,223.0
727,female,53,174.0,68.0,20.0,92.0,40.8,97.0
728,female,23,160.0,56.0,24.0,107.0,40.8,157.0
729,male,48,192.0,94.0,2.0,79.0,38.3,6.0
730,male,51,175.0,74.0,16.0,101.0,40.4,98.0
731,male,23,179.0,79.0,25.0,101.0,40.6,129.0
732,male,61,190.0,99.0,13.0,97.0,40.0,79.0
733,female,45,174.0,68.0,4.0,83.0,39.0,15.0
734,female,49,151.0,56.0,3.0,84.0,38.7,12.0
735,female,59,156.0,60.0,9.0,101.0,39.8,50.0
736,female,48,161.0,64.0,13.0,94.0,40.3,67.0
737,male,55,189.0,99.0,11.0,88.0,39.8,55.0
738,female,26,153.0,54.0,23.0,106.0,40.8,143.0
739,female,24,160.0,59.0,22.0,103.0,40.6,126.0
740,female,31,153.0,54.0,5.0,80.0,39.2,18.0
741,male,24,189.0,84.0,8.0,92.0,39.6,28.0
742,female,68,157.0,60.0,3.0,85.0,38.4,15.0
743,male,26,191.0,91.0,25.0,106.0,40.6,151.0
744,male,42,192.0,99.0,30.0,106.0,41.0,211.0
745,male,50,174.0,77.0,6.0,85.0,39.3,24.0
746,male,35,162.0,66.0,14.0,92.0,39.7,61.0
747,male,42,200.0,104.0,26.0,109.0,40.8,196.0
748,female,41,162.0,66.0,16.0,96.0,40.3,82.0
749,male,54,192.0,94.0,8.0,97.0,39.7,50.0
750,male,38,190.0,90.0,13.0,97.0,40.4,70.0
751,female,21,169.0,65.0,27.0,107.0,40.9,158.0
752,male,42,167.0,70.0,19.0,96.0,40.5,94.0
753,female,32,171.0,70.0,8.0,91.0,39.7,34.0
754,female,68,157.0,57.0,13.0,94.0,40.1,72.0
755,male,42,182.0,81.0,6.0,87.0,39.6,23.0
756,male,47,187.0,85.0,5.0,91.0,39.2,22.0
757,male,78,187.0,93.0,27.0,110.0,41.0,251.0
758,male,45,181.0,86.0,11.0,87.0,40.3,45.0
759,female,50,173.0,68.0,18.0,95.0,40.5,93.0
760,male,68,187.0,92.0,16.0,102.0,40.5,117.0
761,male,22,172.0,73.0,22.0,93.0,40.3,84.0
762,female,32,161.0,63.0,1.0,81.0,37.5,4.0
763,male,22,182.0,85.0,4.0,81.0,38.8,9.0
764,female,46,177.0,77.0,21.0,102.0,40.6,124.0
765,male,40,178.0,81.0,27.0,107.0,40.9,181.0
766,female,49,160.0,57.0,27.0,108.0,40.8,183.0
767,female,26,154.0,54.0,11.0,90.0,40.0,47.0
768,female,20,175.0,74.0,23.0,111.0,40.3,147.0
769,male,45,184.0,83.0,7.0,89.0,39.7,30.0
770,male,47,192.0,99.0,17.0,94.0,40.4,85.0
771,female,45,162.0,62.0,17.0,95.0,40.5,90.0
772,male,69,191.0,93.0,24.0,107.0,40.9,202.0
773,male,42,195.0,96.0,6.0,88.0,39.2,25.0
774,female,53,168.0,65.0,6.0,87.0,39.3,26.0
775,male,23,178.0,83.0,10.0,95.0,39.7,44.0
776,female,21,159.0,62.0,15.0,90.0,40.0,63.0
777,female,62,163.0,62.0,20.0,95.0,40.7,114.0
778,female,52,160.0,62.0,23.0,105.0,40.5,147.0
779,male,22,169.0,71.0,9.0,91.0,39.7,30.0
780,male,52,194.0,99.0,11.0,98.0,39.9,62.0
781,female,54,151.0,51.0,4.0,88.0,39.1,19.0
782,male,21,202.0,104.0,17.0,98.0,40.4,81.0
783,male,22,190.0,95.0,5.0,91.0,39.1,18.0
784,male,45,199.0,102.0,1.0,83.0,37.7,4.0
785,female,58,163.0,58.0,29.0,106.0,41.1,190.0
786,male,29,174.0,79.0,12.0,93.0,40.1,45.0
787,male,47,157.0,63.0,7.0,89.0,39.3,31.0
788,female,71,163.0,63.0,13.0,90.0,39.9,64.0
789,male,25,187.0,89.0,6.0,82.0,39.3,13.0
790,male,54,185.0,85.0,26.0,105.0,40.5,185.0
791,female,72,157.0,61.0,30.0,112.0,40.9,231.0
792,male,32,207.0,101.0,13.0,101.0,40.5,69.0
793,female,55,166.0,60.0,25.0,102.0,40.5,158.0
794,male,55,190.0,94.0,23.0,103.0,40.5,159.0
795,male,30,185.0,89.0,14.0,91.0,40.3,55.0
796,female,63,161.0,62.0,12.0,93.0,39.8,63.0
797,male,20,187.0,82.0,25.0,109.0,40.8,131.0
798,female,24,151.0,54.0,9.0,87.0,39.7,35.0
799,female,43,168.0,63.0,8.0,89.0,39.8,36.0
800,female,20,161.0,58.0,2.0,74.0,38.3,6.0
801,female,21,173.0,73.0,19.0,92.0,40.4,82.0
802,female,64,177.0,73.0,12.0,83.0,40.0,49.0
803,male,77,169.0,69.0,26.0,104.0,40.8,212.0
804,female,25,169.0,62.0,23.0,104.0,40.7,135.0
805,male,23,171.0,70.0,21.0,109.0,40.7,134.0
806,female,24,169.0,66.0,4.0,81.0,38.7,13.0
807,female,27,156.0,59.0,7.0,87.0,39.5,29.0
808,female,55,148.0,52.0,17.0,99.0,40.3,100.0
809,female,28,166.0,64.0,11.0,89.0,39.8,45.0
810,male,64,174.0,76.0,10.0,97.0,39.8,63.0
811,male,21,169.0,71.0,30.0,113.0,40.4,193.0
812,male,45,194.0,92.0,13.0,100.0,40.0,79.0
813,male,36,185.0,83.0,13.0,90.0,40.3,48.0
814,male,43,187.0,89.0,3.0,83.0,38.5,10.0
815,female,38,155.0,57.0,21.0,101.0,40.3,126.0
816,male,21,180.0,78.0,29.0,110.0,41.3,179.0
817,female,22,160.0,58.0,25.0,103.0,40.7,144.0
818,female,70,174.0,75.0,15.0,92.0,40.1,73.0
819,male,24,187.0,80.0,18.0,88.0,40.4,57.0
820,male,31,192.0,93.0,8.0,84.0,39.8,23.0
821,male,44,177.0,77.0,28.0,104.0,40.7,176.0
822,male,25,191.0,92.0,15.0,96.0,40.0,68.0
823,male,27,171.0,79.0,6.0,84.0,39.0,15.0
824,female,47,173.0,69.0,29.0,108.0,41.0,191.0
825,female,32,186.0,80.0,15.0,102.0,40.3,87.0
826,male,35,196.0,92.0,17.0,92.0,40.4,73.0
827,male,40,187.0,89.0,13.0,90.0,40.1,55.0
828,female,21,176.0,70.0,3.0,84.0,38.7,11.0
829,female,50,158.0,60.0,9.0,98.0,39.7,51.0
830,male,63,182.0,80.0,10.0,90.0,39.9,53.0
831,female,26,169.0,65.0,8.0,88.0,39.8,33.0
832,female,26,174.0,69.0,3.0,83.0,38.6,11.0
833,male,40,192.0,91.0,9.0,85.0,39.6,33.0
834,male,45,182.0,85.0,1.0,83.0,37.6,4.0
835,female,21,159.0,58.0,3.0,78.0,38.6,9.0
836,female,32,168.0,68.0,21.0,105.0,40.6,124.0
837,male,62,177.0,78.0,13.0,91.0,40.3,68.0
838,female,31,161.0,64.0,5.0,84.0,39.3,17.0
839,male,50,170.0,75.0,24.0,108.0,40.9,166.0
840,male,23,196.0,91.0,24.0,94.0,41.0,101.0
841,male,50,184.0,83.0,1.0,81.0,37.7,4.0
842,male,22,182.0,80.0,22.0,108.0,40.6,130.0
843,male,45,172.0,74.0,25.0,100.0,40.5,146.0
844,male,68,171.0,73.0,2.0,75.0,38.1,5.0
845,female,45,160.0,57.0,12.0,91.0,40.4,58.0
846,male,29,184.0,88.0,13.0,88.0,40.0,44.0
847,male,29,182.0,84.0,17.0,97.0,40.6,80.0
848,male,39,179.0,81.0,6.0,89.0,39.3,23.0
849,female,40,161.0,60.0,26.0,107.0,40.8,167.0
850,male,25,190.0,93.0,22.0,99.0,40.3,107.0
851,male,43,179.0,81.0,12.0,89.0,40.0,48.0
852,female,22,180.0,76.0,5.0,91.0,38.8,19.0
853,female,45,158.0,54.0,5.0,84.0,39.0,20.0
854,female,44,179.0,75.0,20.0,103.0,40.5,121.0
855,female,23,171.0,70.0,19.0,102.0,40.4,101.0
856,female,22,153.0,54.0,3.0,83.0,39.0,11.0
857,female,60,170.0,62.0,5.0,79.0,39.1,20.0
858,male,29,172.0,74.0,4.0,91.0,38.6,13.0
859,female,65,165.0,68.0,12.0,94.0,40.1,62.0
860,male,21,187.0,82.0,27.0,100.0,40.9,128.0
861,female,54,161.0,63.0,28.0,115.0,40.9,209.0
862,female,51,164.0,61.0,23.0,99.0,40.2,133.0
863,female,32,176.0,65.0,2.0,76.0,38.4,5.0
864,female,26,180.0,73.0,20.0,101.0,40.6,105.0
865,female,44,169.0,66.0,15.0,87.0,40.3,63.0
866,male,54,187.0,90.0,12.0,91.0,40.2,62.0
867,male,70,179.0,84.0,6.0,87.0,39.4,31.0
868,male,44,174.0,81.0,15.0,91.0,40.0,68.0
869,female,22,156.0,55.0,16.0,99.0,40.0,87.0
870,female,65,181.0,74.0,25.0,107.0,40.4,166.0
871,male,54,157.0,61.0,27.0,109.0,40.8,204.0
872,female,45,167.0,64.0,23.0,104.0,40.8,142.0
873,male,59,189.0,90.0,11.0,89.0,39.8,55.0
874,female,42,160.0,64.0,8.0,86.0,39.7,34.0
875,male,22,178.0,79.0,28.0,108.0,41.0,168.0
876,male,42,199.0,102.0,4.0,81.0,39.0,14.0
877,male,58,179.0,80.0,25.0,103.0,40.9,170.0
878,male,40,178.0,83.0,16.0,101.0,40.3,92.0
879,male,32,184.0,87.0,18.0,99.0,40.3,93.0
880,male,46,192.0,99.0,9.0,88.0,39.6,41.0
881,male,38,190.0,95.0,19.0,99.0,40.5,108.0
882,male,39,180.0,90.0,14.0,109.0,40.1,103.0
883,female,32,159.0,58.0,25.0,97.0,40.6,131.0
884,female,52,180.0,77.0,4.0,86.0,38.9,17.0
885,male,21,199.0,99.0,14.0,95.0,40.2,60.0
886,male,22,182.0,85.0,25.0,101.0,40.8,123.0
887,male,36,191.0,89.0,6.0,86.0,39.4,22.0
888,female,51,168.0,66.0,20.0,101.0,40.6,119.0
889,female,75,163.0,65.0,6.0,86.0,39.3,28.0
890,female,45,175.0,77.0,17.0,96.0,40.7,88.0
891,female,24,170.0,64.0,18.0,92.0,40.2,86.0
892,female,36,168.0,65.0,16.0,98.0,40.2,84.0
893,female,28,165.0,65.0,9.0,98.0,39.9,44.0
894,male,65,168.0,72.0,7.0,91.0,39.9,38.0
895,female,29,161.0,59.0,12.0,91.0,40.1,57.0
896,male,48,195.0,96.0,8.0,92.0,39.7,41.0
897,female,34,161.0,63.0,27.0,108.0,40.8,172.0
898,male,54,193.0,91.0,9.0,86.0,39.4,37.0
899,male,32,181.0,86.0,13.0,92.0,40.0,53.0
900,male,27,181.0,82.0,22.0,101.0,40.4,111.0
901,female,24,168.0,62.0,4.0,76.0,39.0,11.0
902,female,21,164.0,56.0,3.0,82.0,39.2,12.0
903,female,57,162.0,60.0,5.0,85.0,39.0,21.0
904,male,27,182.0,78.0,26.0,108.0,40.6,161.0
905,female,37,161.0,61.0,2.0,74.0,37.9,6.0
906,male,38,170.0,75.0,7.0,89.0,39.7,26.0
907,male,69,189.0,88.0,5.0,88.0,38.7,28.0
908,male,45,208.0,106.0,28.0,105.0,40.9,201.0
909,female,73,163.0,64.0,16.0,105.0,40.1,110.0
910,female,40,161.0,64.0,14.0,88.0,40.3,62.0
911,male,32,191.0,94.0,14.0,96.0,40.3,66.0
912,female,59,151.0,52.0,12.0,96.0,40.0,68.0
913,female,28,163.0,64.0,3.0,84.0,38.4,12.0
914,male,39,180.0,91.0,15.0,91.0,40.4,66.0
915,male,39,183.0,74.0,3.0,86.0,38.7,10.0
916,male,40,179.0,81.0,24.0,105.0,40.6,151.0
917,male,61,184.0,82.0,22.0,105.0,40.6,167.0
918,female,47,160.0,63.0,15.0,99.0,40.1,80.0
919,male,21,198.0,102.0,17.0,99.0,40.4,86.0
920,male,33,176.0,82.0,15.0,94.0,40.0,63.0
921,male,55,193.0,96.0,11.0,87.0,39.8,53.0
922,female,21,169.0,66.0,11.0,86.0,39.7,41.0
923,female,40,162.0,58.0,12.0,97.0,40.0,64.0
924,female,67,161.0,60.0,3.0,79.0,38.4,12.0
925,female,54,153.0,56.0,21.0,98.0,40.3,119.0
926,female,41,153.0,56.0,19.0,97.0,40.5,102.0
927,female,32,168.0,65.0,6.0,80.0,39.3,21.0
928,male,53,170.0,77.0,24.0,102.0,40.4,155.0
